"Call No","Taken Date","Closed Date","Closed Year","Days With APT","Days With Customer","Total Days","Chargeable","Project Work","Quote Time","Quote Amount","Time Hours Estimated","Time Hours Total","Net Time"
"166470","2015-03-05","2016-04-04","2016","282","0","282","N","N","0","0","0.00","0.00","0"
"166471","2015-03-05","2015-05-14","2015","44","6","50","Y","","0","880","7.50","0.00","8"
"166472","2015-03-05","2015-03-06","2015","0","1","1","N","N","0","0","0.00","0.00","0"
"166473","2015-03-05","2015-08-26","2015","80","44","124","Y","N","0","36,000","7.50","14.14","-7"
"166474","2015-03-05","2015-04-23","2015","35","0","35","Y","","0","0","0.00","0.00","0"
"166475","2015-03-05","2015-05-13","2015","0","49","49","N","N","0","0","0.00","0.00","0"
"166477","2015-03-05","2015-05-06","2015","8","36","44","N","N","0","0","0.00","0.00","0"
"166480","2015-03-05","2015-04-08","2015","6","18","24","N","N","0","0","0.00","0.00","0"
"166481","2015-03-05","2015-03-25","2015","14","0","14","N","N","0","0","0.00","0.08","-0"
"166483","2015-03-05","2015-04-29","2015","5","34","39","U","","0","0","0.00","0.00","0"
"166484","2015-03-05","2015-03-09","2015","2","0","2","N","N","0","0","0.00","0.00","0"
"166485","2015-03-05","2015-04-09","2015","25","0","25","R","N","0","1,000","0.00","0.00","0"
"166486","2015-03-05","2015-03-06","2015","1","0","1","N","N","0","0","0.00","0.00","0"
"166487","2015-03-05","2015-03-06","2015","0","1","1","N","N","0","0","0.00","0.00","0"
"166488","2015-03-05","2015-03-06","2015","0","1","1","N","N","0","0","0.00","0.00","0"
"166489","2015-03-05","2015-03-06","2015","1","0","1","U","","0","0","0.00","0.00","0"
"166490","2015-03-05","2015-03-05","2015","0","0","0","U","","0","0","0.00","0.00","0"
"166491","2015-03-05","2015-03-10","2015","2","1","3","N","N","0","0","0.00","0.00","0"
"166492","2015-03-05","2015-04-01","2015","0","19","19","N","N","0","0","0.00","0.25","-0"
"166493","2015-03-05","2015-03-06","2015","1","0","1","U","","0","0","0.00","0.75","-1"
"166494","2015-03-05","2015-03-10","2015","2","1","3","U","","0","0","0.00","3.41","-3"
"166495","2015-03-05","2015-04-09","2015","5","20","25","U","","0","0","0.00","0.00","0"
"166496","2015-03-06","2015-03-20","2015","2","8","10","U","","0","0","0.00","0.50","-0"
"166497","2015-03-06","2015-04-08","2015","23","0","23","N","N","0","0","0.00","0.08","-0"
"166498","2015-03-06","2015-03-11","2015","0","3","3","N","N","0","0","0.00","0.25","-0"
"166499","2015-03-06","2015-04-08","2015","4","19","23","N","N","0","0","0.00","0.33","-0"
"166500","2015-03-06","2016-05-11","2016","262","46","308","N","N","0","0","0.00","0.08","-0"
"166501","2015-03-06","2015-03-06","2015","0","0","0","U","","0","0","0.00","0.00","0"
"166502","2015-03-06","2015-03-06","2015","0","0","0","U","","0","0","0.00","0.00","0"
"166503","2015-03-06","2015-03-06","2015","0","0","0","U","","0","0","0.00","0.00","0"
"166504","2015-03-06","2015-05-06","2015","4","39","43","N","N","0","0","0.00","0.00","0"
"166505","2015-03-06","2015-04-29","2015","4","34","38","N","N","0","0","0.00","1.16","-1"
"166506","2015-03-06","2015-04-07","2015","0","22","22","U","","0","0","0.00","0.00","0"
"166507","2015-03-06","2015-03-06","2015","0","0","0","U","","0","0","0.00","0.08","-0"
"166508","2015-03-06","2015-03-09","2015","0","1","1","U","","0","0","0.00","0.00","0"
"166509","2015-03-06","2016-05-10","2016","306","1","307","N","N","0","0","0.00","0.00","0"
"166510","2015-03-06","2015-05-18","2015","51","0","51","N","N","0","0","0.00","0.08","-0"
"166512","2015-03-06","2015-09-23","2015","78","65","143","Y","N","20","2,200","15.00","26.08","-11"
"166513","2015-03-06","2015-04-01","2015","4","14","18","N","N","0","0","0.00","0.00","0"
"166514","2015-03-08","2015-03-20","2015","10","0","10","U","","0","0","0.00","0.75","-1"
"166515","2015-03-08","2015-12-17","2015","181","23","204","U","","0","0","0.00","7.07","-7"
"166516","2015-03-08","2016-02-24","2016","192","61","253","N","N","0","0","0.00","1.49","-1"
"166517","2015-03-09","2015-04-09","2015","4","19","23","N","","0","0","0.00","1.50","-2"
"166518","2015-03-09","2015-03-09","2015","0","0","0","N","","0","0","0.00","0.00","0"
"166519","2015-03-09","2015-10-29","2015","117","51","168","Y","N","5","550","3.00","12.07","-9"
"166544","2015-03-09","2015-03-11","2015","2","0","2","N","N","0","0","0.00","0.49","-0"
"166545","2015-03-09","2015-04-09","2015","2","21","23","N","N","0","0","0.00","0.00","0"
"166547","2015-03-09","2015-03-09","2015","0","0","0","N","N","0","0","0.00","0.00","0"
"166548","2015-03-09","2015-03-16","2015","1","4","5","Y","N","1","110","1.00","1.82","-1"
"166549","2015-03-09","2015-04-15","2015","15","12","27","U","","0","0","0.00","0.32","-0"
"166550","2015-03-09","2015-03-19","2015","0","8","8","N","N","0","0","0.00","0.00","0"
"166551","2015-03-09","2015-04-16","2015","7","21","28","N","N","0","0","0.00","0.25","-0"
"166552","2015-03-09","2015-03-11","2015","0","2","2","U","","0","0","0.00","0.00","0"
"166553","2015-03-09","2015-04-15","2015","7","20","27","N","N","0","0","0.00","0.33","-0"
"166554","2015-03-09","2015-03-10","2015","1","0","1","N","N","0","0","0.00","0.00","0"
"166555","2015-03-09","2015-04-07","2015","1","20","21","U","","0","0","0.00","0.25","-0"
"166556","2015-03-09","2015-05-26","2015","9","47","56","N","N","0","0","0.00","1.16","-1"
"166557","2015-03-09","2015-09-17","2015","138","0","138","U","Y","0","0","0.00","0.00","0"
"166558","2015-03-09","2016-03-03","2016","258","0","258","Y","N","0","487","0.00","0.00","0"
"166559","2015-03-09","2016-02-24","2016","0","252","252","N","N","0","0","0.00","0.16","-0"
"166560","2015-03-09","2015-03-09","2015","0","0","0","Y","Y","8","880","0.00","0.00","0"
"166561","2015-03-09","2015-03-09","2015","0","0","0","Y","Y","8","880","0.00","0.00","0"
"166562","2015-03-09","2015-03-09","2015","0","0","0","Y","Y","8","880","0.00","0.00","0"
"166563","2015-03-09","2015-03-10","2015","1","0","1","Y","Y","0","0","0.00","0.00","0"
"166564","2015-03-09","2015-09-09","2015","3","129","132","U","","0","0","0.00","0.08","-0"
"166565","2015-03-09","2015-03-11","2015","2","0","2","U","","0","0","0.00","1.74","-2"
"166566","2015-03-10","2015-04-13","2015","0","24","24","U","","0","0","0.00","0.00","0"
"166567","2015-03-10","2015-03-20","2015","2","6","8","N","N","0","0","0.00","1.75","-2"
"166568","2015-03-10","2015-03-10","2015","0","0","0","U","","0","0","0.00","0.00","0"
"166569","2015-03-10","2015-10-08","2015","152","0","152","U","","0","0","0.00","0.00","0"
"166570","2015-03-10","2015-03-21","2015","8","1","9","N","N","0","0","0.00","2.00","-2"
"166571","2015-03-10","2015-04-01","2015","8","8","16","U","","0","0","0.00","2.25","-2"
"166572","2015-03-10","2015-03-13","2015","0","3","3","U","","0","0","0.00","0.25","-0"
"166573","2015-03-10","2015-05-06","2015","1","40","41","N","N","0","0","0.00","0.00","0"
"166574","2015-03-10","2015-05-06","2015","2","39","41","N","N","0","0","0.00","0.00","0"
"166575","2015-03-10","2015-03-18","2015","4","2","6","N","N","0","0","0.00","0.00","0"
"166576","2015-03-10","2015-05-14","2015","27","20","47","Y","N","0","250","0.00","0.49","-0"
"166577","2015-03-10","2015-04-23","2015","30","2","32","Y","","0","250","0.00","4.49","-4"
"166578","2015-03-10","2015-05-06","2015","2","39","41","N","N","0","0","0.00","1.00","-1"
"166579","2015-03-10","2015-03-10","2015","0","0","0","N","N","0","0","0.00","0.50","-0"
"166580","2015-03-10","2015-03-16","2015","0","4","4","Y","N","1","110","0.00","1.49","-1"
"166581","2015-03-10","2015-04-23","2015","21","11","32","Y","N","12","1,320","0.00","13.49","-13"
"166582","2015-03-10","2015-03-27","2015","12","1","13","Y","N","0","899","0.00","0.75","-1"
"166584","2015-03-10","2015-05-06","2015","8","33","41","U","","0","0","0.00","0.50","-0"
"166585","2015-03-11","2015-03-20","2015","1","5","6","N","N","0","0","0.00","1.00","-1"
"166586","2015-03-11","2015-03-31","2015","14","0","14","N","N","0","0","0.00","1.74","-2"
"166587","2015-03-11","2015-03-25","2015","10","0","10","N","","0","0","0.00","1.50","-2"
"166588","2015-03-11","2015-03-12","2015","1","0","1","N","N","0","0","0.00","0.00","0"
"166589","2015-03-11","2015-03-11","2015","0","0","0","U","","0","0","0.00","0.00","0"
"166590","2015-03-11","2015-10-27","2015","52","74","126","N","N","0","0","0.00","0.82","-1"
"166592","2015-03-11","2016-02-16","2016","244","0","244","U","Y","0","0","0.00","0.00","0"
"166593","2015-03-11","2016-02-16","2016","244","0","244","U","Y","0","0","0.00","0.00","0"
"166594","2015-03-11","2015-04-09","2015","0","21","21","N","N","0","0","0.00","0.00","0"
"166595","2015-03-11","2015-07-01","2015","17","63","80","R","N","1","100","1.00","0.25","1"
"166596","2015-03-11","2015-07-01","2015","17","63","80","R","N","2","200","2.00","0.25","2"
"166597","2015-03-11","2015-03-13","2015","2","0","2","N","N","0","0","0.00","0.00","0"
"166598","2015-03-11","2015-09-08","2015","42","87","129","R","N","3","300","0.00","0.08","-0"
"166600","2015-03-11","2015-04-22","2015","7","23","30","U","","0","0","0.00","0.25","-0"
"166601","2015-03-12","2015-05-22","2015","43","8","51","N","N","0","0","3.00","2.41","1"
"166602","2015-03-12","2015-08-06","2015","105","0","105","N","N","0","0","3.00","0.66","2"
"166603","2015-03-12","2015-03-25","2015","9","0","9","N","N","0","0","0.00","0.00","0"
"166604","2015-03-12","2015-04-28","2015","23","10","33","U","","0","0","0.00","5.82","-6"
"166605","2015-03-12","2016-01-15","2016","221","0","221","N","N","0","0","0.00","0.00","0"
"166606","2015-03-12","2015-04-30","2015","27","8","35","Y","","1","110","1.00","0.90","0"
"166607","2015-03-12","2015-03-13","2015","1","0","1","N","N","0","0","0.00","0.00","0"
"166608","2015-03-12","2015-05-06","2015","14","25","39","U","","0","0","3.00","4.16","-1"
"166609","2015-03-12","2015-06-04","2015","56","4","60","N","N","0","0","0.00","0.00","0"
"166610","2015-03-12","2015-03-24","2015","4","4","8","N","N","0","0","0.00","0.83","-1"
"166611","2015-03-12","2015-05-27","2015","28","26","54","Y","N","0","1,809","0.00","0.00","0"
"166613","2015-03-13","2015-04-22","2015","0","28","28","N","","0","0","0.00","0.00","0"
"166614","2015-03-13","2016-01-25","2016","226","0","226","N","N","0","0","0.00","0.50","-0"
"166615","2015-03-13","2015-05-13","2015","40","3","43","N","","0","0","0.00","7.99","-8"
"166616","2015-03-13","2015-04-01","2015","6","7","13","U","","0","0","0.00","5.57","-6"
"166617","2015-03-13","2015-08-06","2015","52","52","104","N","N","0","0","0.00","0.00","0"
"166618","2015-03-13","2015-03-30","2015","0","11","11","N","N","0","0","0.00","0.00","0"
"166619","2015-03-13","2015-04-01","2015","0","13","13","N","N","0","0","0.00","0.00","0"
"166620","2015-03-13","2015-03-23","2015","5","1","6","N","N","0","0","0.00","0.75","-1"
"166621","2015-03-13","2015-04-01","2015","0","13","13","N","N","0","0","0.00","0.00","0"
"166622","2015-03-13","2015-04-23","2015","29","0","29","Y","Y","0","0","0.00","0.00","0"
"166623","2015-03-13","2015-05-29","2015","8","47","55","Y","","24","2,640","0.00","20.65","-21"
"166624","2015-03-13","2015-03-25","2015","6","2","8","U","","0","0","0.00","0.25","-0"
"166625","2015-03-13","2015-04-20","2015","21","5","26","Y","","3","330","2.00","5.40","-3"
"166626","2015-03-15","2015-03-16","2015","1","0","1","N","N","0","0","0.00","0.00","0"
"166627","2015-03-15","2015-03-17","2015","1","1","2","N","N","0","0","0.00","0.50","-0"
"166628","2015-03-15","2015-12-10","2015","194","0","194","N","N","0","0","0.00","0.16","-0"
"166629","2015-03-15","2015-03-16","2015","1","0","1","U","","0","0","0.00","0.00","0"
"166630","2015-03-16","2015-06-11","2015","58","5","63","U","","0","0","0.00","20.82","-21"
"166631","2015-03-16","2015-11-23","2015","158","22","180","Y","N","3","302","4.00","6.33","-2"
"166632","2015-03-16","2015-04-29","2015","1","31","32","N","N","0","0","0.00","1.08","-1"
"166644","2015-03-16","2015-08-06","2015","103","0","103","U","Y","0","0","0.00","2.50","-2"
"166645","2015-03-16","2015-03-20","2015","4","0","4","U","","0","0","0.00","0.00","0"
"166647","2015-03-16","2015-03-30","2015","5","5","10","Y","N","1","110","0.00","0.00","0"
"166648","2015-03-16","2015-03-17","2015","1","0","1","N","N","0","0","0.00","0.00","0"
"166649","2015-03-16","2015-03-17","2015","0","1","1","N","N","0","0","0.00","0.00","0"
"166650","2015-03-16","2015-03-16","2015","0","0","0","N","N","0","0","0.00","0.83","-1"
"166651","2015-03-16","2015-04-14","2015","415","0","415","Y","N","0","0","0.00","2.50","-2"
"166652","2015-03-16","2015-04-01","2015","6","6","12","N","N","0","0","0.00","13.65","-14"
"166653","2015-03-16","2015-03-16","2015","0","0","0","N","N","0","0","0.00","0.66","-1"
"166654","2015-03-16","2015-07-01","2015","42","35","77","C","","0","0","0.00","8.82","-9"
"166655","2015-03-16","2015-04-13","2015","0","20","20","N","N","0","0","0.00","0.33","-0"
"166656","2015-03-16","2015-04-10","2015","19","0","19","N","","0","0","0.00","0.00","0"
"166657","2015-03-16","2015-03-17","2015","0","1","1","U","","0","0","0.00","0.57","-1"
"166658","2015-03-16","2016-01-05","2016","211","0","211","N","","0","0","0.00","0.00","0"
"166659","2015-03-16","2016-03-31","2016","273","0","273","N","N","0","0","3.00","4.25","-1"
"166660","2015-03-17","2015-07-21","2015","68","22","90","Y","","1","101","3.00","6.82","-4"
"166661","2015-03-17","2015-03-17","2015","0","0","0","U","","0","0","0.00","0.00","0"
"166662","2015-03-17","2015-03-17","2015","0","0","0","U","","0","0","0.00","0.00","0"
"166663","2015-03-17","2015-03-17","2015","0","0","0","U","","0","0","0.00","0.00","0"
"166664","2015-03-17","2015-03-17","2015","0","0","0","N","N","0","0","0.00","0.00","0"
"166665","2015-03-17","2015-03-22","2015","3","0","3","N","N","0","0","0.00","1.58","-2"
"166666","2015-03-17","2015-04-29","2015","10","21","31","N","N","0","0","0.00","3.00","-3"
"166667","2015-03-17","2015-03-18","2015","1","0","1","N","N","0","0","0.00","0.00","0"
"166668","2015-03-17","2015-03-18","2015","0","1","1","N","N","0","0","0.00","0.00","0"
"166669","2015-03-17","2015-04-01","2015","10","1","11","N","N","0","0","3.00","1.50","2"
"166670","2015-03-17","2015-09-08","2015","125","0","125","N","N","0","0","0.00","0.00","0"
"166671","2015-03-17","2015-04-13","2015","1","18","19","U","","0","0","0.00","0.00","0"
"166672","2015-03-17","2015-04-24","2015","26","2","28","R","N","1","110","1.00","1.50","-0"
"166673","2015-03-17","2015-04-26","2015","28","0","28","N","N","0","0","0.00","0.48","-0"
"166675","2015-03-17","2015-04-22","2015","3","23","26","N","N","0","0","0.00","1.00","-1"
"166677","2015-03-17","2015-03-31","2015","2","8","10","U","","0","0","0.00","0.25","-0"
"166678","2015-03-17","2015-04-15","2015","0","21","21","N","N","0","0","0.00","0.75","-1"
"166679","2015-03-17","2015-05-15","2015","43","0","43","N","N","0","0","0.00","0.08","-0"
"166680","2015-03-17","2015-06-25","2015","72","0","72","N","N","0","0","0.00","0.00","0"
"166681","2015-03-17","2015-12-01","2015","1","184","185","U","","0","0","0.00","0.08","-0"
"166682","2015-03-17","2015-03-17","2015","0","0","0","U","","0","0","0.00","0.00","0"
"166683","2015-03-17","2015-03-17","2015","0","0","0","U","","0","0","0.00","0.00","0"
"166684","2015-03-18","2015-10-29","2015","160","1","161","N","","0","0","0.00","0.00","0"
"166685","2015-03-18","2015-03-20","2015","2","0","2","U","","0","0","0.00","0.25","-0"
"166686","2015-03-18","2015-04-29","2015","0","30","30","U","","0","0","0.00","0.00","0"
"166687","2015-03-18","2015-04-29","2015","0","30","30","N","N","0","0","0.00","0.00","0"
"166688","2015-03-18","2015-03-19","2015","1","0","1","N","N","0","0","0.00","0.00","0"
"166689","2015-03-18","2015-03-19","2015","1","0","1","N","N","0","0","0.00","0.00","0"
"166690","2015-03-18","2015-03-19","2015","1","0","1","N","N","0","0","0.00","0.00","0"
"166691","2015-03-18","2015-03-18","2015","0","0","0","N","N","0","0","0.00","0.00","0"
"166692","2015-03-18","2015-05-06","2015","13","22","35","U","","0","0","0.00","1.66","-2"
"166694","2015-03-18","2015-04-15","2015","1","19","20","N","Y","0","0","0.00","1.16","-1"
"166695","2015-03-18","2015-03-19","2015","1","0","1","U","","0","0","0.00","0.00","0"
"166696","2015-03-18","2015-03-18","2015","0","0","0","U","","0","0","0.00","0.00","0"
"166697","2015-03-18","2016-03-09","2016","237","0","237","Y","Y","0","6,250","0.00","86.41","-86"
"166698","2015-03-18","2015-03-24","2015","3","1","4","N","N","0","0","0.00","1.91","-2"
"166699","2015-03-18","2015-03-20","2015","0","2","2","N","N","0","0","0.00","1.33","-1"
"166700","2015-03-18","2015-03-18","2015","0","0","0","N","N","0","0","0.00","0.41","-0"
"166701","2015-03-18","2015-04-08","2015","8","7","15","N","","0","0","0.00","2.24","-2"
"166702","2015-03-18","2015-03-18","2015","0","0","0","N","","0","0","0.00","0.00","0"
"166703","2015-03-19","2015-03-23","2015","2","0","2","N","N","0","0","0.00","2.00","-2"
"166704","2015-03-19","2015-03-20","2015","0","1","1","N","N","0","0","0.00","0.00","0"
"166705","2015-03-19","2015-05-06","2015","2","32","34","N","N","0","0","0.00","0.33","-0"
"166706","2015-03-19","2015-09-16","2015","55","58","113","N","N","0","0","0.00","4.47","-4"
"166707","2015-03-19","2015-03-20","2015","0","1","1","U","","0","0","0.00","0.32","-0"
"166708","2015-03-19","2016-04-12","2016","278","0","278","U","Y","0","0","0.00","524.18","-524"
"166709","2015-03-19","2016-03-09","2016","254","0","254","U","Y","0","0","0.00","0.66","-1"
"166710","2015-03-19","2016-01-26","2016","223","0","223","U","Y","0","0","0.00","0.00","0"
"166711","2015-03-19","2016-03-09","2016","254","0","254","U","Y","0","0","0.00","0.00","0"
"166712","2015-03-19","2016-01-19","2016","218","0","218","Y","Y","0","551","0.00","0.00","0"
"166713","2015-03-19","2016-03-09","2016","254","0","254","U","Y","0","0","0.00","0.00","0"
"166714","2015-03-19","2016-03-09","2016","254","0","254","U","Y","0","0","0.00","0.00","0"
"166715","2015-03-19","2016-03-09","2016","254","0","254","N","Y","0","0","0.00","342.83","-343"
"166716","2015-03-19","2016-04-18","2016","282","0","282","U","Y","0","0","0.00","4.25","-4"
"166718","2015-03-19","2016-04-19","2016","283","0","283","U","Y","0","0","0.00","35.33","-35"
"166720","2015-03-19","2016-04-18","2016","282","0","282","U","Y","0","0","0.00","8.32","-8"
"166721","2015-03-19","2016-03-09","2016","254","0","254","U","Y","0","0","0.00","0.00","0"
"166722","2015-03-19","2015-03-19","2015","0","0","0","N","N","0","0","0.00","0.00","0"
"166723","2015-03-19","2015-04-17","2015","2","19","21","N","N","0","0","0.00","2.40","-2"
"166724","2015-03-19","2015-05-22","2015","42","0","42","N","","0","0","0.00","0.16","-0"
"166725","2015-03-19","2015-03-19","2015","0","0","0","U","","0","0","0.00","0.00","0"
"166726","2015-03-19","2015-03-19","2015","0","0","0","N","N","0","0","0.00","0.50","-0"
"166727","2015-03-19","2015-03-19","2015","0","0","0","N","N","0","0","0.00","0.00","0"
"166729","2015-03-19","2015-06-04","2015","55","0","55","U","","0","0","0.00","1.64","-2"
"166730","2015-03-19","2015-03-25","2015","3","1","4","N","N","0","0","0.00","0.99","-1"
"166731","2015-03-19","2015-07-07","2015","7","71","78","N","","0","0","0.00","0.16","-0"
"166732","2015-03-20","2016-02-24","2016","0","243","243","N","","0","0","0.00","0.83","-1"
"166733","2015-03-20","2015-03-23","2015","1","0","1","U","","0","0","0.00","1.00","-1"
"166734","2015-03-20","2015-04-01","2015","4","4","8","N","N","0","0","3.00","1.08","2"
"166735","2015-03-20","2015-04-25","2015","2","24","26","N","N","0","0","0.00","0.33","-0"
"166736","2015-03-20","2015-05-15","2015","4","36","40","N","N","0","0","0.00","2.40","-2"
"166737","2015-03-20","2015-03-24","2015","2","0","2","N","N","0","0","0.00","0.00","0"
"166738","2015-03-20","2015-03-24","2015","1","1","2","N","N","0","0","0.00","0.00","0"
"166739","2015-03-20","2015-07-08","2015","56","22","78","Y","N","3","300","0.00","7.05","-7"
"166740","2015-03-20","2016-05-11","2016","148","150","298","N","N","0","0","0.00","3.74","-4"
"166741","2015-03-20","2015-04-02","2015","9","0","9","N","N","0","0","0.00","9.24","-9"
"166742","2015-03-20","2016-01-04","2016","206","0","206","U","Y","0","0","0.00","0.00","0"
"166743","2015-03-20","2016-03-09","2016","253","0","253","U","Y","0","0","0.00","0.00","0"
"166744","2015-03-20","2016-03-09","2016","253","0","253","N","N","0","7,500","0.00","0.00","0"
"166746","2015-03-22","2015-03-31","2015","3","4","7","U","","0","0","0.00","0.99","-1"
"166747","2015-03-23","2015-03-27","2015","0","4","4","U","","0","0","0.00","0.00","0"
"166748","2015-03-23","2015-03-25","2015","1","1","2","U","","0","0","0.00","0.28","-0"
"166749","2015-03-23","2015-05-13","2015","2","35","37","U","","0","0","0.00","0.19","-0"
"166750","2015-03-23","2016-03-31","2016","31","237","268","N","N","0","0","0.00","0.00","0"
"166751","2015-03-23","2015-03-23","2015","0","0","0","U","","0","0","0.00","0.00","0"
"166756","2015-03-23","2015-04-14","2015","15","1","16","N","N","0","0","0.00","1.58","-2"
"166757","2015-03-23","2015-03-24","2015","1","0","1","N","N","0","0","0.00","0.00","0"
"166758","2015-03-23","2015-03-24","2015","0","1","1","U","","0","0","0.00","1.50","-2"
"166759","2015-03-23","2015-03-25","2015","2","0","2","N","N","0","0","0.00","0.16","-0"
"166760","2015-03-23","2015-06-24","2015","15","52","67","Y","N","1","110","1.00","1.66","-1"
"166761","2015-03-23","2015-04-28","2015","26","0","26","N","N","0","0","0.00","0.16","-0"
"166762","2015-03-24","2015-04-19","2015","0","18","18","N","","0","0","0.00","0.58","-1"
"166763","2015-03-24","2015-07-08","2015","35","41","76","U","","0","0","3.00","2.16","1"
"166764","2015-03-24","2015-04-13","2015","0","14","14","U","","0","0","0.00","0.00","0"
"166765","2015-03-24","2015-03-25","2015","0","1","1","U","","0","0","0.00","0.25","-0"
"166766","2015-03-24","2015-03-24","2015","0","0","0","N","N","0","0","0.00","0.08","-0"
"166767","2015-03-24","2015-11-25","2015","58","118","176","Y","N","0","11,000","0.00","31.32","-31"
"166768","2015-03-24","2016-02-24","2016","0","241","241","N","N","0","0","0.00","0.24","-0"
"166769","2015-03-24","2015-04-19","2015","0","18","18","N","N","0","0","0.00","0.58","-1"
"166770","2015-03-24","2015-12-23","2015","36","160","196","N","N","0","0","0.00","5.31","-5"
"166771","2015-03-24","2015-03-31","2015","1","4","5","U","","0","0","0.00","0.48","-0"
"166772","2015-03-24","2015-11-24","2015","175","0","175","U","Y","0","0","0.00","0.00","0"
"166773","2015-03-24","2015-05-27","2015","3","43","46","U","","0","0","0.00","0.58","-1"
"166774","2015-03-24","2015-06-01","2015","18","31","49","N","N","0","0","0.00","1.41","-1"
"166775","2015-03-24","2015-03-24","2015","0","0","0","F","N","0","0","0.00","0.00","0"
"166776","2015-03-24","2015-03-24","2015","0","0","0","N","N","0","0","0.00","0.00","0"
"166777","2015-03-24","2015-06-24","2015","37","29","66","Y","N","3","330","0.00","16.80","-17"
"166778","2015-03-24","2015-03-25","2015","1","0","1","N","","0","0","0.00","0.41","-0"
"166779","2015-03-24","2015-05-18","2015","13","26","39","Y","","1","101","0.00","0.98","-1"
"166780","2015-03-25","2015-03-27","2015","1","1","2","U","","0","0","3.00","0.58","2"
"166781","2015-03-25","2015-04-23","2015","20","1","21","Y","","1","110","1.00","1.32","-0"
"166782","2015-03-25","2015-03-25","2015","0","0","0","N","N","0","0","0.00","0.08","-0"
"166783","2015-03-25","2015-04-27","2015","23","0","23","N","N","0","0","0.00","0.24","-0"
"166784","2015-03-25","2015-03-30","2015","3","0","3","N","N","0","0","0.00","0.16","-0"
"166785","2015-03-25","2015-09-09","2015","117","3","120","Y","Y","9","990","6.00","7.07","-1"
"166787","2015-03-25","2016-05-03","2016","288","1","289","N","N","0","0","0.00","0.16","-0"
"166789","2015-03-25","2015-05-20","2015","4","36","40","N","N","0","0","0.00","0.16","-0"
"166790","2015-03-25","2015-04-22","2015","2","18","20","N","N","0","0","0.00","0.66","-1"
"166791","2015-03-25","2015-05-29","2015","20","27","47","N","N","0","0","0.00","3.33","-3"
"166793","2015-03-25","2015-03-26","2015","1","0","1","N","N","0","0","0.00","0.33","-0"
"166794","2015-03-26","2015-05-06","2015","8","21","29","U","","0","0","0.00","0.83","-1"
"166795","2015-03-26","2015-03-27","2015","0","1","1","N","N","0","0","0.00","0.16","-0"
"166796","2015-03-26","2016-01-21","2016","215","0","215","N","N","0","0","0.00","0.41","-0"
"166797","2015-03-26","2015-04-23","2015","20","0","20","N","N","0","0","0.00","0.08","-0"
"166798","2015-03-26","2015-03-26","2015","0","0","0","N","N","0","0","0.00","0.33","-0"
"166799","2015-03-26","2015-04-10","2015","11","0","11","N","N","0","0","0.00","0.25","-0"
"166800","2015-03-26","2015-04-20","2015","17","0","17","U","","0","0","0.00","0.16","-0"
"166801","2015-03-26","2016-04-20","2016","239","40","279","B","Y","0","804","0.00","50.25","-50"
"166803","2015-03-26","2015-03-26","2015","0","0","0","N","N","0","0","0.00","0.00","0"
"166804","2015-03-26","2015-03-30","2015","2","0","2","N","N","0","0","0.00","1.49","-1"
"166805","2015-03-26","2015-04-25","2015","7","15","22","U","N","0","0","0.00","2.50","-2"
"166806","2015-03-26","2015-04-02","2015","2","3","5","U","","0","0","0.00","2.74","-3"
"166807","2015-03-26","2015-08-11","2015","68","30","98","R","","12","1,320","0.00","3.00","-3"
"166809","2015-03-27","2015-04-29","2015","23","0","23","U","","0","0","0.00","0.75","-1"
"166810","2015-03-27","2016-02-24","2016","37","201","238","N","","0","0","3.00","1.41","2"
"166811","2015-03-27","2015-03-29","2015","0","0","0","U","","0","0","0.00","0.41","-0"
"166812","2015-03-27","2015-05-13","2015","0","33","33","U","","0","0","0.00","0.32","-0"
"166813","2015-03-27","2016-01-21","2016","214","0","214","U","","0","0","0.00","0.33","-0"
"166814","2015-03-27","2015-03-27","2015","0","0","0","U","","0","0","0.00","0.25","-0"
"166815","2015-03-27","2015-08-26","2015","51","57","108","U","Y","0","0","0.00","1.33","-1"
"166816","2015-03-27","2015-11-06","2015","160","0","160","N","N","0","0","0.00","0.00","0"
"166817","2015-03-27","2015-03-27","2015","0","0","0","N","N","0","0","0.00","0.00","0"
"166818","2015-03-27","2015-05-19","2015","28","9","37","N","N","0","0","0.00","0.74","-1"
"166819","2015-03-27","2015-05-06","2015","1","27","28","U","","0","0","0.00","0.50","-0"
"166820","2015-03-27","2015-10-21","2015","31","117","148","N","N","0","0","0.00","4.07","-4"
"166821","2015-03-27","2015-03-30","2015","1","0","1","U","","0","0","0.00","0.16","-0"
"166822","2015-03-27","2015-03-27","2015","0","0","0","Y","N","80","8,800","0.00","78.16","-78"
"166823","2015-03-27","2015-04-22","2015","1","17","18","N","N","0","0","0.00","0.00","0"
"166824","2015-03-27","2015-06-17","2015","29","29","58","N","N","0","0","0.00","0.58","-1"
"166825","2015-03-27","2015-03-30","2015","0","1","1","N","N","0","0","0.00","1.00","-1"
"166826","2015-03-27","2015-03-27","2015","0","0","0","N","N","0","0","0.00","0.08","-0"
"166827","2015-03-27","2015-03-30","2015","0","1","1","U","","0","0","0.00","0.16","-0"
"166828","2015-03-27","2015-04-29","2015","0","23","23","N","N","0","0","0.00","0.82","-1"
"166829","2015-03-27","2016-05-05","2016","289","0","289","N","","0","0","0.00","0.00","0"
"166830","2015-03-30","2015-04-21","2015","16","0","16","U","","0","0","0.00","0.33","-0"
